release_date,movie,production_budget,domestic_gross,worldwide_gross
1999/05/19,Star Wars Ep. I: The Phantom Menace,"$115,000,000","$474,544,677","$1,027,044,677"
2005/05/19,Star Wars Ep. III: Revenge of the Sith,"$115,000,000","$380,270,577","$848,998,877"
2002/05/16,Star Wars Ep. II: Attack of the Clones,"$115,000,000","$310,676,740","$656,695,615"
2001/11/02,"Monsters, Inc.","$115,000,000","$290,149,425","$560,483,719"
2013/07/26,The Wolverine,"$115,000,000","$132,556,852","$416,456,852"
1997/02/07,Danteâs Peak,"$115,000,000","$67,163,857","$178,200,000"
2016/04/06,The Huntsman: Winterâs War,"$115,000,000","$48,003,015","$165,149,302"
2002/06/14,Windtalkers,"$115,000,000","$40,914,068","$77,628,265"
2019/03/06,Triple Frontier,"$115,000,000",$0,$0
2008/07/04,AstÃ©rix aux Jeux Olympiques,"$113,500,000","$999,811","$132,999,811"
2010/12/24,Gulliver's Travels,"$112,000,000","$42,779,261","$232,017,848"
2017/12/08,Ferdinand,"$111,000,000","$84,410,380","$289,838,913"
2018/05/11,Deadpool 2,"$110,000,000","$324,591,735","$786,362,370"
2013/10/03,Gravity,"$110,000,000","$274,092,705","$688,214,291"
2006/12/22,Night at the Museum,"$110,000,000","$250,863,268","$579,446,407"
2021/09/30,Venom: Let There be Carnage,"$110,000,000","$213,550,366","$501,600,379"
2005/06/10,Mr. and Mrs. Smith,"$110,000,000","$186,336,279","$486,124,090"
2015/05/27,San Andreas,"$110,000,000","$155,190,832","$456,258,539"
2011/07/29,The Smurfs,"$110,000,000","$142,614,158","$563,749,323"
2007/06/27,Live Free or Die Hard,"$110,000,000","$134,529,403","$382,288,147"
2015/03/18,The Divergent Series: Insurgent,"$110,000,000","$130,179,072","$295,075,882"
2004/12/10,Ocean's Twelve,"$110,000,000","$125,531,634","$362,989,076"
1997/12/19,Tomorrow Never Dies,"$110,000,000","$125,304,276","$339,504,276"
2000/06/28,The Patriot,"$110,000,000","$113,330,342","$215,300,000"
2014/03/07,300: Rise of an Empire,"$110,000,000","$106,580,051","$330,780,051"
2004/12/17,The Aviator,"$110,000,000","$102,608,827","$208,370,892"
2016/12/21,Passengers,"$110,000,000","$100,014,699","$302,239,672"
2011/01/14,The Green Hornet,"$110,000,000","$98,780,042","$229,155,503"
2016/09/21,Miss Peregrineâs Home for Peculiar Children,"$110,000,000","$87,242,834","$295,986,876"
2011/10/07,Real Steel,"$110,000,000","$85,463,309","$263,880,341"
2019/06/12,Men in Black: International,"$110,000,000","$80,001,807","$253,020,464"
2010/06/11,The A-Team,"$110,000,000","$77,222,099","$177,241,171"
2013/07/31,The Smurfs 2,"$110,000,000","$71,017,784","$348,547,523"
2016/03/09,The Divergent Series: Allegiant,"$110,000,000","$66,184,051","$172,022,517"
2009/06/12,The Taking of Pelham 123,"$110,000,000","$65,452,312","$152,364,370"
2013/10/25,Ender's Game,"$110,000,000","$61,737,191","$127,983,283"
2004/04/02,Home on the Range,"$110,000,000","$50,026,353","$76,482,461"
1997/06/13,Speed 2: Cruise Control,"$110,000,000","$48,097,081","$150,468,000"
2005/05/06,Kingdom of Heaven,"$110,000,000","$47,398,413","$218,674,938"
2017/03/23,Ghost in the Shell,"$110,000,000","$40,563,557","$167,910,690"
2004/06/16,Around the World in 80 Days,"$110,000,000","$24,004,159","$72,004,159"
2003/11/21,Dr. Seussâ The Cat in the Hat,"$109,000,000","$101,018,283","$133,818,283"
2001/12/25,Ali,"$109,000,000","$58,183,966","$87,683,966"
2015/09/30,The Martian,"$108,000,000","$228,433,663","$653,609,107"
2016/11/20,Allied,"$106,000,000","$40,098,064","$119,266,661"
2004/07/16,"I, Robot","$105,000,000","$144,801,023","$348,629,585"
1999/12/17,Stuart Little,"$105,000,000","$140,015,224","$298,815,224"
2009/11/25,The Princess and the Frog,"$105,000,000","$104,400,899","$270,997,378"
2008/03/07,"10,000 B.C.","$105,000,000","$94,784,201","$269,065,678"
2016/07/01,Ice Age: Collision Course,"$105,000,000","$64,063,008","$402,156,682"
2001/04/27,Town & Country,"$105,000,000","$6,712,451","$10,364,769"
2017/09/19,Kingsman: The Golden Circle,"$104,000,000","$100,234,838","$408,803,696"
2000/06/09,Gone in 60 Seconds,"$103,300,000","$101,643,008","$232,643,008"
2000/05/04,Gladiator,"$103,000,000","$187,683,805","$456,435,588"
2013/05/23,The Hangover 3,"$103,000,000","$112,200,072","$362,000,072"
2018/03/09,A Wrinkle in Time,"$103,000,000","$100,478,608","$133,214,549"
2009/07/01,Public Enemies,"$102,500,000","$97,104,620","$212,282,709"
2006/11/17,Casino Royale,"$102,000,000","$167,365,000","$594,420,283"
2002/06/21,Minority Report,"$102,000,000","$132,024,714","$358,824,714"
2018/12/13,Bumblebee,"$102,000,000","$127,195,589","$465,195,589"
2012/10/26,Cloud Atlas,"$102,000,000","$27,108,272","$130,673,154"
2002/11/15,Harry Potter and the Chamber of Secrets,"$100,000,000","$262,424,882","$875,454,054"
1991/07/02,Terminator 2: Judgment Day,"$100,000,000","$203,464,105","$515,390,883"
1995/06/16,Batman Forever,"$100,000,000","$184,031,112","$336,529,144"
2001/07/27,Planet of the Apes,"$100,000,000","$180,011,740","$362,211,740"
2004/11/19,National Treasure,"$100,000,000","$173,005,002","$331,323,410"
2012/12/25,Django Unchained,"$100,000,000","$162,805,434","$449,841,566"
2019/12/25,1917,"$100,000,000","$159,227,644","$370,603,379"
2010/12/22,Little Fockers,"$100,000,000","$148,438,600","$310,650,574"
1994/07/15,True Lies,"$100,000,000","$146,282,411","$365,300,000"
2007/11/02,American Gangster,"$100,000,000","$130,164,645","$267,985,456"
2009/09/18,Cloudy with a Chance of Meatballs,"$100,000,000","$124,870,275","$236,827,677"
2010/08/06,The Other Guys,"$100,000,000","$119,219,978","$170,936,470"
2004/12/17,Lemony Snicket's A Series of Unfortunate Events,"$100,000,000","$118,627,117","$212,956,024"
2013/12/25,The Wolf of Wall Street,"$100,000,000","$116,949,183","$389,918,903"
2013/05/24,Epic,"$100,000,000","$107,518,682","$262,794,441"
1996/06/21,Eraser,"$100,000,000","$101,295,562","$234,400,000"
1996/06/21,The Hunchback of Notre Dame,"$100,000,000","$100,138,851","$325,500,000"
2000/12/15,The Emperor's New Groove,"$100,000,000","$89,630,573","$169,630,573"
2012/08/15,The Expendables 2,"$100,000,000","$85,028,192","$311,979,256"
2009/10/16,Where the Wild Things Are,"$100,000,000","$77,233,467","$99,123,656"
2006/12/15,Eragon,"$100,000,000","$75,030,163","$249,488,115"
2014/07/23,Hercules,"$100,000,000","$72,688,614","$243,388,614"
2010/12/10,The Tourist,"$100,000,000","$67,631,157","$278,731,369"
1999/11/24,End of Days,"$100,000,000","$66,889,043","$212,026,975"
2019/12/25,Spies in Disguise,"$100,000,000","$66,757,013","$165,138,481"
2004/06/11,The Stepford Wives,"$100,000,000","$59,475,623","$96,150,482"
2007/06/08,Surfâs Up,"$100,000,000","$58,867,694","$145,395,745"
2006/12/08,Blood Diamond,"$100,000,000","$57,377,916","$171,377,916"
2019/11/07,Midway,"$100,000,000","$56,846,802","$126,829,063"
2010/09/24,Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000","$55,675,313","$139,716,717"
1997/11/07,Starship Troopers,"$100,000,000","$54,768,952","$121,100,000"
2009/06/05,Land of the Lost,"$100,000,000","$49,438,370","$69,548,641"
2003/12/18,Peter Pan,"$100,000,000","$48,417,850","$95,255,485"
2019/03/15,Wonder Park,"$100,000,000","$45,216,793","$115,112,118"
2004/07/23,Catwoman,"$100,000,000","$40,202,379","$82,078,046"
2014/08/14,The Expendables 3,"$100,000,000","$39,322,544","$209,461,378"
2021/12/08,West Side Story,"$100,000,000","$38,530,322","$74,971,090"
2002/11/27,Treasure Planet,"$100,000,000","$38,120,554","$91,800,000"
2021/12/22,The Kingâs Man,"$100,000,000","$37,176,373","$121,125,300"
2010/03/12,Green Zone,"$100,000,000","$35,497,337","$97,523,020"
2017/10/13,Geostorm,"$100,000,000","$33,700,160","$220,796,009"
2015/12/02,Point Break,"$100,000,000","$28,782,481","$126,704,591"
2019/12/17,Cats,"$100,000,000","$27,166,770","$75,486,351"
2015/11/26,In the Heart of the Sea,"$100,000,000","$25,020,758","$89,693,309"
2014/04/18,Transcendence,"$100,000,000","$23,022,309","$103,039,258"
2005/02/18,Son of the Mask,"$100,000,000","$17,018,422","$59,918,422"
2018/12/05,Mortal Engines,"$100,000,000","$15,951,040","$85,480,271"
2021/02/03,Chaos Walking,"$100,000,000","$13,287,908","$27,075,660"
2021/10/13,The Last Duel,"$100,000,000","$10,853,945","$30,055,233"
2002/08/16,The Adventures of Pluto Nash,"$100,000,000","$4,411,102","$7,094,995"
2012/01/20,Jin lÃ­ng shÃ­ san chai,"$100,000,000","$311,434","$98,227,017"
2020/12/09,The Midnight Sky,"$100,000,000",$0,"$75,615"
2020/06/12,Artemis Fowl,"$100,000,000",$0,$0
2015/11/05,The Peanuts Movie,"$99,000,000","$130,178,411","$250,091,610"
2019/02/06,The LEGO Movie 2: The Second Part,"$99,000,000","$105,806,508","$190,131,036"
2018/11/21,Robin Hood,"$99,000,000","$30,824,628","$85,210,012"
2001/05/04,The Mummy Returns,"$98,000,000","$202,007,640","$435,040,395"
2019/11/14,Ford v. Ferrari,"$97,600,000","$117,624,357","$224,418,748"
2002/12/20,Gangs of New York,"$97,000,000","$77,730,500","$183,124,621"
2017/05/04,Alien: Covenant,"$97,000,000","$74,262,031","$238,521,247"
2015/03/06,Cinderella,"$95,000,000","$201,151,353","$542,351,353"
2012/06/27,Ice Age: Continental Drift,"$95,000,000","$161,321,843","$879,765,137"
2001/12/28,Black Hawk Down,"$95,000,000","$108,638,745","$159,691,085"
2010/05/27,Sex and the City 2,"$95,000,000","$95,347,692","$294,680,778"
2010/02/12,Percy Jackson & the Olympians: The Lightning Thief,"$95,000,000","$88,768,303","$223,050,874"
2012/08/10,The Campaign,"$95,000,000","$86,907,746","$104,907,746"
2010/11/12,Unstoppable,"$95,000,000","$81,562,942","$165,720,921"
1997/05/09,The Fifth Element,"$95,000,000","$63,570,862","$263,893,838"
2000/03/31,The Road to El Dorado,"$95,000,000","$50,802,661","$65,700,000"
2009/12/11,The Lovely Bones,"$95,000,000","$44,114,232","$94,894,448"
2016/06/30,Ben-Hur,"$95,000,000","$26,410,477","$91,669,648"
2014/12/19,Seventh Son,"$95,000,000","$17,725,785","$108,874,967"
2003/05/30,Finding Nemo,"$94,000,000","$380,529,370","$936,094,852"
2003/12/17,The Lord of the Rings: The Return of the King,"$94,000,000","$377,845,905","$1,120,214,046"
2002/12/18,The Lord of the Rings: The Two Towers,"$94,000,000","$342,548,984","$919,148,764"
2001/06/15,Lara Croft: Tomb Raider,"$94,000,000","$131,144,183","$273,330,185"
2015/01/29,Kingsman: The Secret Service,"$94,000,000","$128,261,724","$404,561,724"
2001/12/19,The Lord of the Rings: The Fellowship of the Ring,"$93,000,000","$315,544,750","$891,216,824"
2001/07/18,Jurassic Park III,"$93,000,000","$181,166,115","$365,900,000"
2011/08/05,Rise of the Planet of the Apes,"$93,000,000","$176,760,185","$470,986,200"
2008/02/14,The Spiderwick Chronicles,"$92,500,000","$71,195,053","$162,839,667"
2004/10/22,The Incredibles,"$92,000,000","$261,441,092","$631,441,092"
2013/02/06,A Good Day to Die Hard,"$92,000,000","$67,349,198","$304,249,198"
2004/04/09,The Alamo,"$92,000,000","$22,406,362","$23,911,362"
1995/12/22,Cutthroat Island,"$92,000,000","$10,017,322","$18,517,322"
2013/12/19,The Secret Life of Walter Mitty,"$91,000,000","$58,236,838","$187,861,183"
2023/04/13,65,"$91,000,000",$0,$0
2017/12/20,Jumanji: Welcome to the Jungle,"$90,000,000","$404,508,916","$961,613,199"
1997/07/01,Men in Black,"$90,000,000","$250,690,539","$587,790,539"
1999/11/19,Toy Story 2,"$90,000,000","$245,852,179","$511,358,276"
2001/08/03,Rush Hour 2,"$90,000,000","$226,164,286","$347,425,832"
2009/12/25,Sherlock Holmes,"$90,000,000","$209,028,679","$498,438,212"
2020/01/15,Bad Boys For Life,"$90,000,000","$204,417,855","$424,536,881"
2009/07/01,Ice Age: Dawn of the Dinosaurs,"$90,000,000","$196,573,705","$886,686,817"
2018/12/12,Spider-Man: Into The Spider-Verse 3D,"$90,000,000","$190,173,195","$375,516,704"
2000/07/21,What Lies Beneath,"$90,000,000","$155,464,351","$288,693,989"
2022/03/30,Sonic the Hedgehog 2,"$90,000,000","$148,100,149","$290,100,149"
2020/02/13,Sonic The Hedgehog,"$90,000,000","$146,066,470","$304,925,580"
2011/04/08,Rio,"$90,000,000","$143,619,809","$487,519,809"
2019/07/24,Once Upon a Timeâ¦in Hollywood,"$90,000,000","$142,502,728","$377,562,039"
2006/10/06,The Departed,"$90,000,000","$132,384,315","$289,660,619"
2000/11/03,Charlie's Angels,"$90,000,000","$125,305,545","$259,736,090"
1998/06/19,Mulan,"$90,000,000","$120,620,254","$303,500,000"
2008/08/13,Tropic Thunder,"$90,000,000","$110,515,313","$191,145,256"
2011/12/20,The Girl with the Dragon Tattoo,"$90,000,000","$102,515,793","$239,373,970"
1997/07/11,Contact,"$90,000,000","$100,920,329","$165,900,000"
2008/06/06,You Don't Mess With the Zohan,"$90,000,000","$100,018,837","$202,910,991"
1995/05/19,Die Hard: With a Vengeance,"$90,000,000","$100,012,499","$366,101,666"
2016/09/12,The Magnificent Seven,"$90,000,000","$93,432,655","$162,122,642"
2015/12/18,Alvin and the Chipmunks: The Road Chip,"$90,000,000","$85,886,987","$249,517,956"
2001/06/08,Atlantis: The Lost Empire,"$90,000,000","$84,052,762","$186,049,020"
2008/12/25,Valkyrie,"$90,000,000","$83,107,829","$203,932,174"
2015/07/16,Pixels,"$90,000,000","$78,765,986","$244,041,804"
2001/06/29,Artificial Intelligence: AI,"$90,000,000","$78,616,689","$235,900,000"
2003/11/26,The Haunted Mansion,"$90,000,000","$75,817,994","$155,750,628"
2000/08/04,Hollow Man,"$90,000,000","$73,209,340","$191,200,000"
2005/04/22,The Interpreter,"$90,000,000","$72,708,161","$162,753,837"
2013/08/07,Percy Jackson: Sea of Monsters,"$90,000,000","$68,559,554","$200,859,554"
2003/07/25,Lara Croft: Tomb Raider: The Cradle of Life,"$90,000,000","$65,653,758","$157,092,943"
2016/05/27,Now You See Me 2,"$90,000,000","$65,075,540","$328,325,007"
2001/11/21,Spy Game,"$90,000,000","$62,362,560","$143,049,560"
1997/04/04,The Saint,"$90,000,000","$61,363,304","$169,400,000"
2000/03/10,Mission to Mars,"$90,000,000","$60,874,615","$106,000,000"
2018/03/06,Tomb Raider,"$90,000,000","$58,250,803","$273,477,501"
1999/12/17,Bicentennial Man,"$90,000,000","$58,220,776","$87,420,776"
2004/07/07,King Arthur,"$90,000,000","$51,877,963","$203,653,524"
1997/04/25,Volcano,"$90,000,000","$47,546,796","$120,100,000"
2022/02/09,Death on the Nile,"$90,000,000","$45,628,224","$130,659,038"
1997/03/26,The Devil's Own,"$90,000,000","$42,885,593","$140,900,000"
2002/07/19,K-19: The Widowmaker,"$90,000,000","$35,168,966","$65,716,126"
2011/08/19,Conan the Barbarian,"$90,000,000","$21,295,021","$63,356,133"
2011/10/21,The Three Musketeers,"$90,000,000","$20,377,913","$139,877,913"
2017/04/21,The Promise,"$90,000,000","$8,224,288","$10,551,417"
2010/11/24,The Nutcracker in 3D,"$90,000,000","$195,459","$20,466,016"
2017/12/13,Bright,"$90,000,000",$0,$0
2021/05/14,Army of the Dead,"$90,000,000",$0,$0
1996/05/10,Twister,"$88,000,000","$241,688,385","$495,700,000"
2005/06/03,Cinderella Man,"$88,000,000","$61,649,911","$105,021,488"
2018/09/11,The Predator,"$88,000,000","$51,024,708","$159,487,563"
2021/07/21,Snake Eyes: G.I. Joe Origins,"$88,000,000","$28,264,325","$34,666,981"
2005/07/08,Fantastic Four,"$87,500,000","$154,696,080","$333,132,750"
2001/02/09,Hannibal,"$87,000,000","$165,092,266","$350,100,280"
2003/07/25,Seabiscuit,"$86,000,000","$120,277,854","$148,715,342"
2022/04/14,Bullet Train,"$85,900,000",$0,$0
2020/08/14,Project Power,"$85,100,000",$0,$0
2000/12/22,Cast Away,"$85,000,000","$233,632,142","$427,230,516"
2006/11/17,Happy Feet,"$85,000,000","$198,000,317","$385,000,317"
2001/12/07,Ocean's Eleven,"$85,000,000","$183,417,150","$450,728,529"
2004/07/23,The Bourne Supremacy,"$85,000,000","$176,087,450","$311,001,124"
1997/07/25,Air Force One,"$85,000,000","$172,956,409","$315,268,353"
2021/12/01,Sing 2,"$85,000,000","$162,692,495","$403,981,689"
2009/04/02,Fast & Furious,"$85,000,000","$155,064,265","$359,347,833"
2008/03/14,Horton Hears a Who,"$85,000,000","$154,529,439","$299,477,886"
2014/03/21,Divergent,"$85,000,000","$150,947,895","$276,014,965"
2012/09/27,Hotel Transylvania,"$85,000,000","$148,313,048","$378,223,189"
2019/04/03,Shazam!,"$85,000,000","$140,371,656","$363,664,533"
2007/11/21,Enchanted,"$85,000,000","$127,706,877","$340,384,141"
2012/02/08,Safe House,"$85,000,000","$126,181,630","$207,884,401"
2007/07/20,I Now Pronounce You Chuck and Larry,"$85,000,000","$119,725,280","$185,708,462"
2007/06/08,Ocean's Thirteen,"$85,000,000","$117,144,465","$311,744,465"
2009/12/25,Itâs Complicated,"$85,000,000","$112,735,375","$224,614,744"
1998/11/20,Enemy of the State,"$85,000,000","$111,549,836","$250,649,836"
2006/09/29,Open Season,"$85,000,000","$85,105,259","$191,932,158"
2011/11/04,Tower Heist,"$85,000,000","$78,046,570","$150,422,946"
2000/11/22,102 Dalmatians,"$85,000,000","$66,941,559","$66,941,559"
2012/03/15,Mirror Mirror,"$85,000,000","$64,935,167","$173,613,482"
2006/12/08,The Holiday,"$85,000,000","$63,280,000","$204,920,447"
2006/06/15,The Fast and the Furious: Tokyo Drift,"$85,000,000","$62,615,510","$157,794,205"
2005/12/09,Memoirs of a Geisha,"$85,000,000","$57,010,853","$161,510,853"
2001/03/16,Enemy at the Gates,"$85,000,000","$51,396,781","$96,971,293"
1993/06/18,Last Action Hero,"$85,000,000","$50,016,394","$137,298,489"
2003/09/26,The Rundown,"$85,000,000","$47,641,743","$80,831,893"
2011/11/11,Arthur Christmas,"$85,000,000","$46,462,469","$148,168,160"
2017/01/19,xXx: Return of Xander Cage,"$85,000,000","$44,898,413","$345,033,359"
1998/11/13,Meet Joe Black,"$85,000,000","$44,650,003","$44,650,003"
2010/07/30,Cats & Dogs: The Revenge of Kitty Galore,"$85,000,000","$43,585,753","$113,026,383"
2002/02/08,Collateral Damage,"$85,000,000","$40,048,332","$78,353,508"
2002/03/15,Showtime,"$85,000,000","$37,948,765","$78,948,765"
1995/06/30,Judge Dredd,"$85,000,000","$34,687,912","$113,487,912"
2007/03/02,Zodiac,"$85,000,000","$33,080,084","$83,080,084"
2010/08/13,Scott Pilgrim vs. The World,"$85,000,000","$32,841,100","$49,286,548"
2003/03/28,The Core,"$85,000,000","$31,111,260","$74,120,792"
1997/05/09,Father's Day,"$85,000,000","$28,681,080","$35,681,080"
2017/12/11,The Greatest Showman,"$84,000,000","$174,340,174","$433,606,178"
2002/06/14,Scooby-Doo,"$84,000,000","$153,294,164","$276,294,164"
2000/07/28,Nutty Professor II: The Klumps,"$84,000,000","$123,307,945","$166,307,945"
2013/07/19,RED 2,"$84,000,000","$53,262,560","$141,507,355"
2006/06/23,Click,"$82,500,000","$137,355,633","$237,685,089"
2006/12/15,Charlotte\'s Web,"$82,500,000","$82,985,708","$143,985,708"
2008/02/14,Jumper,"$82,500,000","$80,172,128","$222,640,812"
2008/07/11,Hellboy II: The Golden Army,"$82,500,000","$75,986,503","$160,388,063"
2005/05/27,The Longest Yard,"$82,000,000","$158,119,460","$191,558,505"
2010/08/13,The Expendables,"$82,000,000","$103,068,524","$268,268,174"
2020/02/05,Birds of Prey (And the Fantabulous Emancipation…,"$82,000,000","$84,158,461","$201,852,140"
2021/07/01,The Boss Baby: Family Business,"$82,000,000","$57,300,280","$146,631,985"
2000/11/17,The 6th Day,"$82,000,000","$34,543,701","$96,024,898"
2003/05/23,Bruce Almighty,"$81,000,000","$242,704,995","$484,468,608"
2012/03/08,The Hunger Games,"$80,000,000","$408,010,692","$677,923,379"
2011/05/26,The Hangover Part II,"$80,000,000","$254,464,305","$586,764,305"
1996/05/21,Mission: Impossible,"$80,000,000","$180,981,886","$457,697,994"
2017/02/02,The Lego Batman Movie,"$80,000,000","$175,750,384","$310,570,560"
